city,state_id,state_name,county_name,lat,lng,zips,id
Campus,IL,Illinois,Livingston,41.0247,-88.3072,60920,1840018613
Stonington,IL,Illinois,Christian,39.6385,-89.1921,62567,1840020335
Columbia,IL,Illinois,Monroe,38.4581,-90.2156,62236,1840018747
Raymond,IL,Illinois,Montgomery,39.3197,-89.5751,62560,1840020088
Windsor,IL,Illinois,Shelby,39.4389,-88.5953,61957,1840020561
Adeline,IL,Illinois,Ogle,42.1405,-89.4919,61047,1840018341
Grafton,IL,Illinois,Jersey,38.9765,-90.4259,62037,1840019268
Oak Park,IL,Illinois,Cook,41.8872,-87.7899,60301 60302 60304 60303,1840019893
Ashley,IL,Illinois,Washington,38.3289,-89.1894,62808,1840018399
Philo,IL,Illinois,Champaign,40.0033,-88.1564,61864,1840020006
Oneida,IL,Illinois,Knox,41.0722,-90.2247,61467,1840019928
Willisville,IL,Illinois,Perry,37.9828,-89.5898,62272 62997,1840020551
Sugar Grove,IL,Illinois,Kane,41.7758,-88.4480,60554,1840020344
Fox Lake Hills,IL,Illinois,Lake,42.4128,-88.1271,60046,1840110341
North City,IL,Illinois,Franklin,37.9916,-89.0635,62865 62822 62825 62812,1840110731
North Utica,IL,Illinois,LaSalle,41.3536,-89.0108,61373,1840110732
Geneseo,IL,Illinois,Henry,41.4507,-90.1540,61254,1840019222
Carbon Cliff,IL,Illinois,Rock Island,41.4983,-90.3920,61244 61239 61282,1840018617
Shiloh,IL,Illinois,St. Clair,38.5534,-89.9160,62221 62269,1840021668
Grandview,IL,Illinois,Sangamon,39.8175,-89.6181,62702,1840019272
St. Joseph,IL,Illinois,Champaign,40.1141,-88.0355,61873,1840020194
Aledo,IL,Illinois,Mercer,41.1984,-90.7459,61231,1840018349
Winchester,IL,Illinois,Scott,39.6298,-90.4559,62694,1840020560
Eldorado,IL,Illinois,Saline,37.8113,-88.4415,62930,1840019077
Gridley,IL,Illinois,McLean,40.7438,-88.8807,61744,1840019292
Ullin,IL,Illinois,Pulaski,37.2777,-89.1752,62992,1840020423
Enfield,IL,Illinois,White,38.1019,-88.3382,62835,1840019109
Riverside,IL,Illinois,Cook,41.8310,-87.8169,60546,1840020128
Rock Falls,IL,Illinois,Whiteside,41.7724,-89.6928,61071,1840020142
Centreville,IL,Illinois,St. Clair,38.5798,-90.1039,62207 62205 62203,1840021632
Versailles,IL,Illinois,Brown,39.8842,-90.6587,62378,1840020457
Lake Camelot,IL,Illinois,Peoria,40.6341,-89.7509,61547,1840118110
Grant Park,IL,Illinois,Kankakee,41.2429,-87.6353,60940,1840019274
Belgium,IL,Illinois,Vermilion,40.0607,-87.6328,61883,1840018456
Joliet,IL,Illinois,Will,41.5189,-88.1499,60421 60586 60432 60433 60431 60436 60435 60434,1840019465
Jewett,IL,Illinois,Cumberland,39.2077,-88.2431,62436,1840019459
Lincoln,IL,Illinois,Logan,40.1509,-89.3721,62656,1840019581
Rosewood Heights,IL,Illinois,Madison,38.8885,-90.0722,62024 62018,1840110538
Cutler,IL,Illinois,Perry,38.0325,-89.5676,62238,1840018845
New Milford,IL,Illinois,Winnebago,42.1775,-89.0650,61109,1840019844
Plattville,IL,Illinois,Kendall,41.5343,-88.3835,60560,1840020027
Arenzville,IL,Illinois,Cass,39.8805,-90.3706,62611,1840018386
Millbrook,IL,Illinois,Kendall,41.6071,-88.5454,60541 60536 60560,1840019740
White Hall,IL,Illinois,Greene,39.4388,-90.4019,62092,1840020540
Mound Station,IL,Illinois,Brown,40.0066,-90.8737,62375,1840110730
West Chicago,IL,Illinois,DuPage,41.8960,-88.2252,60185 60186,1840020673
Minier,IL,Illinois,Tazewell,40.4336,-89.3144,61759,1840019750
Clifton,IL,Illinois,Iroquois,40.9346,-87.9339,60927,1840018706
Millington,IL,Illinois,Kendall,41.5623,-88.6023,60537,1840019744
Mill Shoals,IL,Illinois,White,38.2496,-88.3456,62862 62809,1840019739
Camden,IL,Illinois,Schuyler,40.1529,-90.7733,62319,1840018605
Bedford Park,IL,Illinois,Cook,41.7670,-87.7915,60638 60501,1840018452
Atkinson,IL,Illinois,Henry,41.4167,-90.0088,61235,1840018405
Palatine,IL,Illinois,Cook,42.1181,-88.0430,60074 60067 60055 60095,1840019953
Mount Prospect,IL,Illinois,Cook,42.0641,-87.9375,60056,1840019794
Findlay,IL,Illinois,Shelby,39.5223,-88.7546,62534,1840019156
Williamson,IL,Illinois,Madison,38.9872,-89.7644,62088,1840020549
Illiopolis,IL,Illinois,Sangamon,39.8514,-89.2477,62539,1840019427
Evergreen Park,IL,Illinois,Cook,41.7213,-87.7013,60805,1840019120
Indian Head Park,IL,Illinois,Cook,41.7690,-87.8977,60525,1840019430
Washburn,IL,Illinois,Woodford,40.9203,-89.2916,61570,1840020493
Old Mill Creek,IL,Illinois,Lake,42.4321,-87.9786,60083,1840019915
Hooppole,IL,Illinois,Henry,41.5218,-89.9140,61258,1840019399
Addison,IL,Illinois,DuPage,41.9314,-88.0085,60101,1840020609
Prairie du Rocher,IL,Illinois,Randolph,38.0817,-90.0976,62277,1840020054
Kingston,IL,Illinois,DeKalb,42.1008,-88.7619,60145,1840020642
Park Ridge,IL,Illinois,Cook,42.0125,-87.8436,60068,1840019972
Dawson,IL,Illinois,Sangamon,39.8533,-89.4626,62520,1840018903
Erie,IL,Illinois,Whiteside,41.6587,-90.0815,61250,1840019114
Ina,IL,Illinois,Jefferson,38.1499,-88.9040,62846,1840019428
Coffeen,IL,Illinois,Montgomery,39.0883,-89.3898,62017,1840018733
Arcola,IL,Illinois,Douglas,39.6833,-88.3013,61910,1840018385
Leland Grove,IL,Illinois,Sangamon,39.7787,-89.6839,62704,1840019564
New Canton,IL,Illinois,Pike,39.6374,-91.0982,62356,1840019830
Lenzburg,IL,Illinois,St. Clair,38.2859,-89.8179,62255,1840021651
Kirkwood,IL,Illinois,Warren,40.8677,-90.7485,61447,1840019514
Westfield,IL,Illinois,Clark,39.4554,-87.9967,62474,1840020529
Maeystown,IL,Illinois,Monroe,38.2267,-90.2330,62244,1840019644
Montrose,IL,Illinois,Effingham,39.1659,-88.3776,62445,1840019772
Gorham,IL,Illinois,Jackson,37.7151,-89.4831,62940,1840019266
Galesburg,IL,Illinois,Knox,40.9506,-90.3763,61401 61402,1840019209
De Witt,IL,Illinois,De Witt,40.1847,-88.7853,61735,1840018914
Simpson,IL,Illinois,Johnson,37.4673,-88.7556,62985,1840020271
Trenton,GA,Georgia,Dade,34.8741,-85.5096,30752,1840016123
Arnoldsville,GA,Georgia,Oglethorpe,33.9103,-83.2180,30619,1840016347
Hoschton,GA,Georgia,Jackson,34.0933,-83.7617,30548,1840016659
Thomasville,GA,Georgia,Thomas,30.8394,-83.9783,31792 31758 31799,1840016093
McRae-Helena,GA,Georgia,Telfair,32.0635,-82.8968,31037 31055,1840118762
Royston,GA,Georgia,Hart,34.2859,-83.1097,30662,1840014223
Pooler,GA,Georgia,Chatham,32.1043,-81.2568,31322,1840015826
Waynesboro,GA,Georgia,Burke,33.0909,-82.0146,30830,1840016303
Gillsville,GA,Georgia,Banks,34.3095,-83.6381,30543,1840016603
Rest Haven,GA,Georgia,Gwinnett,34.1354,-83.9763,30518,1840015886
Winder,GA,Georgia,Barrow,33.9917,-83.7218,30680,1840014295
Fort Oglethorpe,GA,Georgia,Catoosa,34.9318,-85.2460,30736 30707 30741 30742,1840015247
Walthourville,GA,Georgia,Liberty,31.7715,-81.6216,31301 31313 31333,1840016762
Yonah,GA,Georgia,White,34.6437,-83.7411,30528,1840117134
Avera,GA,Georgia,Jefferson,33.1934,-82.5287,30803,1840014865
Maxeys,GA,Georgia,Oglethorpe,33.7555,-83.1737,30667,1840014770
Irondale,GA,Georgia,Clayton,33.4773,-84.3600,30238,1840110944
Midway,GA,Georgia,Liberty,31.8003,-81.4190,31320,1840016679
Lithia Springs,GA,Georgia,Douglas,33.7811,-84.6486,30122,1840111397
Claxton,GA,Georgia,Evans,32.1613,-81.9093,30417,1840013736
Chamblee,GA,Georgia,DeKalb,33.8842,-84.3008,30341 30345 30366 39901,1840015028
Turin,GA,Georgia,Coweta,33.3260,-84.6371,30277 30276 30289,1840014272
Broxton,GA,Georgia,Coffee,31.6248,-82.8877,31519,1840016422
Berlin,GA,Georgia,Colquitt,31.0683,-83.6236,31788 31722,1840016378
Tunnel Hill,GA,Georgia,Whitfield,34.8497,-85.0395,30755,1840016131
Norwood,GA,Georgia,Warren,33.4626,-82.7055,30821,1840014038
Climax,GA,Georgia,Decatur,30.8756,-84.4312,39834,1840016474
Lincolnton,GA,Georgia,Lincoln,33.7931,-82.4776,30817,1840014768
Mountain City,GA,Georgia,Rabun,34.9196,-83.3854,30562,1840016684
Louisville,GA,Georgia,Jefferson,32.9954,-82.4000,30434,1840015527
Gordon,GA,Georgia,Wilkinson,32.8866,-83.3349,31031,1840016612
Adrian,GA,Georgia,Emanuel,32.5306,-82.5920,31002,1840013640
Peachtree Corners,GA,Georgia,Gwinnett,33.9670,-84.2319,30071 30092 30360 30010,1840108138
Menlo,GA,Georgia,Chattooga,34.4835,-85.4776,30731,1840015600
Harlem,GA,Georgia,Columbia,33.4262,-82.3127,30814,1840015329
Suwanee,GA,Georgia,Gwinnett,34.0507,-84.0687,30024,1840014261
Damascus,GA,Georgia,Early,31.2988,-84.7170,39841,1840016517
Rockingham,GA,Georgia,Bacon,31.5441,-82.4145,31510,1840117130
Tignall,GA,Georgia,Wilkes,33.8674,-82.7420,30668,1840016754
Santa Claus,GA,Georgia,Toombs,32.1713,-82.3298,30436,1840014234
Willacoochee,GA,Georgia,Atkinson,31.3358,-83.0446,31650,1840016219
Varnell,GA,Georgia,Whitfield,34.9015,-84.9646,30756 30721 30710,1840016760
Bartow,GA,Georgia,Jefferson,32.8816,-82.4712,30413,1840016367
Concord,GA,Georgia,Pike,33.0918,-84.4385,30206,1840016489
Milan,GA,Georgia,Telfair,32.0194,-83.0631,31060,1840013941
Porterdale,GA,Georgia,Newton,33.5739,-83.8940,30070 30014,1840015834
Shady Dale,GA,Georgia,Jasper,33.4007,-83.5884,31085,1840014796
Gumbranch,GA,Georgia,Liberty,31.8367,-81.6838,31313,1840015317
Sharon,GA,Georgia,Taliaferro,33.5601,-82.7950,30664 30631,1840014243
Wadley,GA,Georgia,Jefferson,32.8663,-82.4014,30477,1840016761
Kings Bay Base,GA,Georgia,Camden,30.7985,-81.5628,31558 31547,1840111343
Villa Rica,GA,Georgia,Carroll,33.7305,-84.9170,30180,1840016162
Cedartown,GA,Georgia,Polk,34.0225,-85.2480,30125 30138,1840013730
Hapeville,GA,Georgia,Fulton,33.6609,-84.4093,30354,1840015327
Perkins,GA,Georgia,Jenkins,32.9149,-81.9490,30822,1840117129
Douglasville,GA,Georgia,Douglas,33.7384,-84.7068,30134 30135 30122 30133 30154,1840016538
Meigs,GA,Georgia,Thomas,31.0713,-84.0922,31765,1840013920
Geneva,GA,Georgia,Talbot,32.5789,-84.5516,31810,1840016601
Helen,GA,Georgia,White,34.7044,-83.7201,30545,1840015357
Eastman,GA,Georgia,Dodge,32.1973,-83.1712,31023,1840016554
Ellijay,GA,Georgia,Gilmer,34.6911,-84.4840,30540,1840015182
Sycamore,GA,Georgia,Turner,31.6710,-83.6354,31790,1840016072
Millen,GA,Georgia,Jenkins,32.8071,-81.9423,30442,1840016680
Boston,GA,Georgia,Thomas,30.7920,-83.7899,31626,1840013709
Lula,GA,Georgia,Hall,34.3956,-83.6655,30554,1840015535
Doraville,GA,Georgia,DeKalb,33.9072,-84.2711,30340 30360 30362,1840014309
Rayle,GA,Georgia,Wilkes,33.7902,-82.9031,30660,1840015865
Lumber City,GA,Georgia,Telfair,31.9330,-82.6828,31549,1840016676
East Ellijay,GA,Georgia,Gilmer,34.6759,-84.4760,30536 30540 30539,1840015165
Pineview,GA,Georgia,Wilcox,32.1084,-83.5029,31071,1840014133
Fort Valley,GA,Georgia,Peach,32.5522,-83.8817,31030,1840016591
Richmond Hill,GA,Georgia,Bryan,31.9012,-81.3126,31324,1840016280
Norristown,GA,Georgia,Emanuel,32.5064,-82.4981,30401 31002 30447,1840117128
Port Wentworth,GA,Georgia,Chatham,32.1942,-81.1984,31407,1840015831
Pearson,GA,Georgia,Atkinson,31.2970,-82.8544,31642,1840015772
Sandersville,GA,Georgia,Washington,32.9827,-82.8089,31082,1840014229
Montezuma,GA,Georgia,Macon,32.2997,-84.0246,31063,1840015624
Lexington,GA,Georgia,Oglethorpe,33.8701,-83.1102,30648,1840013873
Trion,GA,Georgia,Chattooga,34.5480,-85.3108,30753,1840016127
Hagan,GA,Georgia,Evans,32.1536,-81.9305,30417 30429,1840015320
Demorest,GA,Georgia,Habersham,34.5648,-83.5424,30535,1840015121
Dawsonville,GA,Georgia,Dawson,34.4362,-84.1252,30534,1840015114
Ailey,GA,Georgia,Montgomery,32.1882,-82.5699,30445 30410,1840013641
Newnan,GA,Georgia,Coweta,33.3765,-84.7760,30263 30265 30264 30271,1840015686
Buford,GA,Georgia,Gwinnett,34.1187,-83.9915,30518 30519 30515,1840013714
East Newnan,GA,Georgia,Coweta,33.3461,-84.7763,30263,1840110776
Ila,GA,Georgia,Madison,34.1727,-83.2930,30530 30633 30647,1840013844
Offerman,GA,Georgia,Pierce,31.4088,-82.1132,31557 31556,1840015730
Belvedere Park,GA,Georgia,DeKalb,33.7488,-84.2598,30032 30030,1840111002
Americus,GA,Georgia,Sumter,32.0736,-84.2249,31709 31719,1840014841
Doerun,GA,Georgia,Colquitt,31.3218,-83.9171,31744,1840013768
Junction City,GA,Georgia,Talbot,32.6032,-84.4573,31812,1840013856
Commerce,GA,Georgia,Jackson,34.2127,-83.4729,30529 30599,1840016487
Oglethorpe,GA,Georgia,Macon,32.2935,-84.0623,31068,1840015733
Tennille,GA,Georgia,Washington,32.9359,-82.8134,31089,1840014266
Edge Hill,GA,Georgia,Glascock,33.1534,-82.6250,30810,1840111639
Cecil,GA,Georgia,Cook,31.0466,-83.3906,31632 31627 31620,1840015013
Bowman,GA,Georgia,Elbert,34.2051,-83.0309,30624,1840014949
Portal,GA,Georgia,Bulloch,32.5383,-81.9297,30450,1840015832
Barwick,GA,Georgia,Thomas,30.8933,-83.7391,31720,1840013682
Rome,GA,Georgia,Floyd,34.2662,-85.1862,30161 30165 30162,1840016719
Riverdale,GA,Georgia,Clayton,33.5639,-84.4103,30274 30296 30287 30374,1840014205
Newton,GA,Georgia,Baker,31.3172,-84.3376,39870,1840015688
Cusseta,GA,Georgia,Chattahoochee,32.3470,-84.7870,31905 31805,1840016512
Soperton,GA,Georgia,Treutlen,32.3782,-82.5945,30457,1840014249
Pinehurst,GA,Georgia,Dooly,32.1956,-83.7596,31070,1840014127
Denton,GA,Georgia,Jeff Davis,31.7221,-82.6967,31532,1840013765
Woodstock,GA,Georgia,Cherokee,34.1026,-84.5085,30188 30189,1840016240
Powder Springs,GA,Georgia,Cobb,33.8660,-84.6839,30127,1840016706
Alamo,GA,Georgia,Wheeler,32.1469,-82.7798,30411,1840014822
Vinings,GA,Georgia,Cobb,33.8608,-84.4686,30339,1840111255
Flowery Branch,GA,Georgia,Hall,34.1713,-83.9142,30542 30502,1840015235
Sautee-Nacoochee,GA,Georgia,White,34.6895,-83.6860,30571,1840118035
Ocilla,GA,Georgia,Irwin,31.5987,-83.2499,31774,1840015727
Rhine,GA,Georgia,Dodge,31.9891,-83.2000,31077,1840014187
Columbus,GA,Georgia,Muscogee,32.5100,-84.8771,31829 31820 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999,1840015070
Tallapoosa,GA,Georgia,Haralson,33.7335,-85.2859,30176,1840014263
Allenhurst,GA,Georgia,Liberty,31.7839,-81.6078,31301 31313,1840013644
Stone Mountain,GA,Georgia,DeKalb,33.8034,-84.1724,30083,1840014313
Adel,GA,Georgia,Cook,31.1271,-83.4232,31620,1840016328
Warm Springs,GA,Georgia,Meriwether,32.8870,-84.6781,31830,1840014283
Blackshear,GA,Georgia,Pierce,31.2954,-82.2453,31516,1840014926
Camak,GA,Georgia,Warren,33.4526,-82.6463,30828 30807,1840014995
Tate City,GA,Georgia,Towns,34.9789,-83.5540,30546,1840117133
Nunez,GA,Georgia,Emanuel,32.4920,-82.3466,30401 30448,1840014039
Flovilla,GA,Georgia,Butts,33.2524,-83.9030,30216,1840016587
Palmetto,GA,Georgia,Fulton,33.5310,-84.6677,30268,1840015754
Brunswick,GA,Georgia,Glynn,31.1450,-81.4740,31520 31521,1840016423
Adairsville,GA,Georgia,Bartow,34.3702,-84.9214,30103,1840013639
Danielsville,GA,Georgia,Madison,34.1238,-83.2201,30633,1840015107
Talahi Island,GA,Georgia,Chatham,32.0331,-80.9760,31410,1840114878
Nicholson,GA,Georgia,Jackson,34.1172,-83.4289,30565 30529,1840016690
Bogart,GA,Georgia,Oconee,33.9474,-83.5334,30622,1840016395
Sunnyside,GA,Georgia,Ware,31.2406,-82.3411,31501,1840111198
Fitzgerald,GA,Georgia,Ben Hill,31.7135,-83.2515,31750,1840016579
Johns Creek,GA,Georgia,Fulton,34.0333,-84.2026,30022 30097 30005,1840108508
Omega,GA,Georgia,Tift,31.3389,-83.5949,31775,1840015741
Ball Ground,GA,Georgia,Cherokee,34.3426,-84.3635,30107,1840016361
Crooked Creek,GA,Georgia,Putnam,33.2616,-83.2679,31024,1840117119
Druid Hills,GA,Georgia,DeKalb,33.7843,-84.3273,30307 30306,1840110760
Dalton,GA,Georgia,Whitfield,34.7691,-84.9712,30721 30720 30719 30722,1840016516
Henderson,GA,Georgia,Chatham,32.0102,-81.2656,31419,1840114876
Lumpkin,GA,Georgia,Stewart,32.0487,-84.7980,31815,1840013888
Whigham,GA,Georgia,Grady,30.8845,-84.3247,39897,1840016208
Manchester,GA,Georgia,Meriwether,32.8566,-84.6329,31816 31830,1840013897
Centralhatchee,GA,Georgia,Heard,33.3689,-85.1037,30217,1840016458
Rentz,GA,Georgia,Laurens,32.3835,-82.9917,31075,1840014175
Walnut Grove,GA,Georgia,Walton,33.7455,-83.8502,30014 30052,1840016177
Isle of Hope,GA,Georgia,Chatham,31.9848,-81.0532,31406,1840110946
Berkeley Lake,GA,Georgia,Gwinnett,33.9805,-84.1839,30071 30096,1840107987
Sky Valley,GA,Georgia,Rabun,34.9840,-83.3314,30537,1840014807
Hannahs Mill,GA,Georgia,Upson,32.9369,-84.3405,30286,1840110890
Cochran,GA,Georgia,Bleckley,32.3875,-83.3523,31014,1840016480
Dublin,GA,Georgia,Laurens,32.5359,-82.9279,31021 31040,1840013774
Ellenton,GA,Georgia,Colquitt,31.1759,-83.5876,31747,1840015179
Stillmore,GA,Georgia,Emanuel,32.4410,-82.2144,30471 30464,1840016739
Franklin,GA,Georgia,Heard,33.2792,-85.0980,30217,1840013804
Talking Rock,GA,Georgia,Pickens,34.5279,-84.4939,30175,1840016747
Morven,GA,Georgia,Brooks,30.9433,-83.5003,31638,1840013956
Boykin,GA,Georgia,Miller,31.1017,-84.6848,39837,1840117114
Fairmount,GA,Georgia,Gordon,34.4379,-84.6999,30139,1840016572
Colbert,GA,Georgia,Madison,34.0370,-83.2139,30628,1840016482
Cordele,GA,Georgia,Crisp,31.9563,-83.7695,31015 31010,1840013750
Lenox,GA,Georgia,Cook,31.2672,-83.4673,31637,1840013871
Decatur,GA,Georgia,DeKalb,33.7711,-84.2968,30030 30031 30036,1840015115
Bellville,GA,Georgia,Evans,32.1526,-81.9743,30417 30414,1840016374
Odum,GA,Georgia,Wayne,31.6666,-82.0269,31555,1840014054
Mansfield,GA,Georgia,Newton,33.5180,-83.7349,30055,1840013899
Bostwick,GA,Georgia,Morgan,33.7378,-83.5149,30623 30621,1840014947
Abbeville,GA,Georgia,Wilcox,31.9925,-83.3068,31001,1840016326
Cohutta,GA,Georgia,Whitfield,34.9539,-84.9593,30710,1840015063
Austell,GA,Georgia,Cobb,33.8202,-84.6452,30127 30106 30168,1840016354
Elberton,GA,Georgia,Elbert,34.1064,-82.8706,30635,1840016560
Richland,GA,Georgia,Stewart,32.0885,-84.6625,31825,1840016715
Tybee Island,GA,Georgia,Chatham,32.0100,-80.8527,31328,1840016134
Crawfordville,GA,Georgia,Taliaferro,33.5545,-82.8965,30631,1840013756
Morganton,GA,Georgia,Fannin,34.8749,-84.2442,30560,1840014777
Thomaston,GA,Georgia,Upson,32.8908,-84.3272,30286,1840014267
Coleman,GA,Georgia,Randolph,31.6717,-84.8903,39836,1840118033
Springfield,GA,Georgia,Effingham,32.3641,-81.3078,31329,1840016033
Leesburg,GA,Georgia,Lee,31.7325,-84.1687,31763,1840016671
Hilltop,GA,Georgia,Pike,33.1063,-84.4383,30206,1840110915
Sumner,GA,Georgia,Worth,31.5103,-83.7368,31781 31789,1840016743
Roopville,GA,Georgia,Carroll,33.4567,-85.1304,30170,1840014219
Thomson,GA,Georgia,McDuffie,33.4666,-82.4992,30824,1840016753
Cobbtown,GA,Georgia,Tattnall,32.2806,-82.1387,30420,1840016478
Gresham Park,GA,Georgia,DeKalb,33.7053,-84.3155,30316,1840110879
Chattahoochee Hills,GA,Georgia,Fulton,33.5695,-84.7441,30268 30213,1840114153
Hardwick,GA,Georgia,Baldwin,33.0523,-83.2440,31061 31034,1840111447
Tucker,GA,Georgia,DeKalb,33.8436,-84.2021,30087 30084 30083 30085,1840016129
Hamilton,GA,Georgia,Harris,32.7647,-84.8752,31811,1840013821
Martinez,GA,Georgia,Columbia,33.5209,-82.0985,30907,1840111416
Mableton,GA,Georgia,Cobb,33.8132,-84.5656,30126 30168 30111,1840111410
Hinesville,GA,Georgia,Liberty,31.8247,-81.6135,31313 31310,1840015377
Guyton,GA,Georgia,Effingham,32.3410,-81.4225,31312,1840016627
Folkston,GA,Georgia,Charlton,30.8392,-82.0073,31537,1840013803
Union Point,GA,Georgia,Greene,33.6177,-83.0756,30669,1840016758
Twin City,GA,Georgia,Emanuel,32.5829,-82.1575,30471,1840016757
Jackson,GA,Georgia,Butts,33.2920,-83.9678,30233,1840015428
Fargo,GA,Georgia,Clinch,30.6881,-82.5721,31631,1840013788
Stonecrest,GA,Georgia,DeKalb,33.6843,-84.1373,30035 30038 30058,1840118795
Ranger,GA,Georgia,Gordon,34.5012,-84.7112,30734,1840015863
Hull,GA,Georgia,Madison,34.0155,-83.2939,30646,1840013843
Brooks,GA,Georgia,Fayette,33.2925,-84.4588,30205,1840016418
Toomsboro,GA,Georgia,Wilkinson,32.8225,-83.0826,31090,1840014269
Lone Oak,GA,Georgia,Meriwether,33.1724,-84.8173,30220 30230,1840013879
Macon,GA,Georgia,Bibb,32.8065,-83.6974,31206 31052 31210 31211 31213 31216 31217 31207 31204 31201 31220 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297,1840118757
Lyons,GA,Georgia,Toombs,32.2062,-82.3215,30436,1840013890
Roswell,GA,Georgia,Fulton,34.0391,-84.3513,30076 30075 30077,1840015930
Nahunta,GA,Georgia,Brantley,31.2065,-81.9814,31553,1840014005
Grantville,GA,Georgia,Coweta,33.2371,-84.8293,30220,1840016616
Flemington,GA,Georgia,Liberty,31.8508,-81.5603,31313,1840016583
Ray City,GA,Georgia,Berrien,31.0729,-83.1960,31645,1840015864
Plains,GA,Georgia,Sumter,32.0331,-84.3946,31780,1840016704
White,GA,Georgia,Bartow,34.2824,-84.7472,30184,1840016769
St. Simons,GA,Georgia,Glynn,31.1774,-81.3857,31522,1840111113
Enigma,GA,Georgia,Berrien,31.4076,-83.3291,31749,1840013780
Bloomingdale,GA,Georgia,Chatham,32.1250,-81.3077,31302,1840014937
Manassas,GA,Georgia,Tattnall,32.1603,-82.0200,30421 30417 30438,1840015553
Aragon,GA,Georgia,Polk,34.0459,-85.0570,30104,1840016341
Alston,GA,Georgia,Montgomery,32.0810,-82.4789,30473 30412 30410,1840014837
Canton,GA,Georgia,Cherokee,34.2466,-84.4901,30114,1840015002
Ideal,GA,Georgia,Macon,32.3726,-84.1894,31041,1840016662
Jefferson,GA,Georgia,Jackson,34.1371,-83.6022,30549,1840016664
Hahira,GA,Georgia,Lowndes,30.9941,-83.3787,31632,1840013820
Hoboken,GA,Georgia,Brantley,31.1813,-82.1313,31542,1840015384
Sasser,GA,Georgia,Terrell,31.7199,-84.3477,39842 39885,1840015964
Baconton,GA,Georgia,Mitchell,31.3804,-84.1592,31716,1840014870
Ringgold,GA,Georgia,Catoosa,34.9137,-85.1217,30736,1840014792
Madison,GA,Georgia,Morgan,33.5790,-83.4758,30650,1840015548
Phillipsburg,GA,Georgia,Tift,31.4389,-83.5203,31794,1840111552
Unadilla,GA,Georgia,Dooly,32.2583,-83.7356,31091,1840016137
Midville,GA,Georgia,Burke,32.8217,-82.2346,30441,1840013939
Fairview,GA,Georgia,Walker,34.9296,-85.2940,30707 30741,1840110809
Country Club Estates,GA,Georgia,Glynn,31.2113,-81.4622,31525,1840111103
Hogansville,GA,Georgia,Troup,33.1674,-84.9027,30230,1840013834
Dahlonega,GA,Georgia,Lumpkin,34.5302,-83.9796,30533 30597,1840016513
Resaca,GA,Georgia,Gordon,34.5789,-84.9439,30735 30701,1840016713
Dooling,GA,Georgia,Dooly,32.2300,-83.9289,31063 31007,1840015139
Dexter,GA,Georgia,Laurens,32.4331,-83.0595,31019,1840015124
Knoxville,GA,Georgia,Crawford,32.7232,-83.9960,31066 31050 31078,1840118034
Panthersville,GA,Georgia,DeKalb,33.7059,-84.2764,30034,1840111542
Between,GA,Georgia,Walton,33.8178,-83.8042,30656 30655,1840013686
Forest Park,GA,Georgia,Clayton,33.6209,-84.3590,30297 30294 30298,1840015241
Clayton,GA,Georgia,Rabun,34.8775,-83.4027,30525,1840016472
Marietta,GA,Georgia,Cobb,33.9532,-84.5422,30060 30062 30064 30067 30008 30006 30007 30090,1840013900
Pelham,GA,Georgia,Mitchell,31.1267,-84.1514,31779 31739,1840014099
Comer,GA,Georgia,Madison,34.0625,-83.1263,30629,1840013744
Eagle Grove,GA,Georgia,Hart,34.2919,-83.0043,30520,1840117121
LaGrange,GA,Georgia,Troup,33.0274,-85.0384,30240 30241,1840013864
Oliver,GA,Georgia,Screven,32.5214,-81.5331,30449 30446,1840015737
Cherry Log,GA,Georgia,Gilmer,34.7864,-84.3839,30522,1840117118
Conyers,GA,Georgia,Rockdale,33.6645,-83.9967,30013 30012 30094,1840013746
Putney,GA,Georgia,Dougherty,31.4756,-84.1010,31705,1840111597
Blairsville,GA,Georgia,Union,34.8761,-83.9548,30512 30514,1840014930
Tiger,GA,Georgia,Rabun,34.8458,-83.4330,30576,1840016105
Ivey,GA,Georgia,Wilkinson,32.9092,-83.2983,31031,1840015425
Buckhead,GA,Georgia,Morgan,33.5685,-83.3622,30650 30625,1840016425
Hiram,GA,Georgia,Paulding,33.8771,-84.7710,30141,1840015381
Canon,GA,Georgia,Hart,34.3455,-83.1107,30520,1840016439
Centerville,GA,Georgia,Houston,32.6341,-83.6854,31028 31093,1840016457
Oakwood,GA,Georgia,Hall,34.2233,-83.8847,30566 30542,1840014043
Woodland,GA,Georgia,Talbot,32.7877,-84.5606,31836,1840016772
Thunderbolt,GA,Georgia,Chatham,32.0339,-81.0480,31404 31410,1840016100
Candler-McAfee,GA,Georgia,DeKalb,33.7267,-84.2723,30032,1840111055
Indian Springs,GA,Georgia,Catoosa,34.9606,-85.1592,30736,1840110936
Woodbine,GA,Georgia,Camden,30.9595,-81.7175,31569,1840014297
Hiawassee,GA,Georgia,Towns,34.9494,-83.7530,30546,1840014759
Buena Vista,GA,Georgia,Marion,32.3188,-84.5177,31803,1840016426
Oxford,GA,Georgia,Newton,33.6277,-83.8721,30054,1840015749
Harrison,GA,Georgia,Washington,32.8263,-82.7258,31035,1840015335
Mineral Bluff,GA,Georgia,Fannin,34.9140,-84.2776,30559,1840117127
